,,sub_type,mat_type,C_kwh,specific_energy,specific_price,materials,mat_basis,SM_sources,price_sources,Cp,P_cavern,Qmax,T_max,T_melt,T_min,T_turning,VtoR,deltaG_chem,deltaH_thermochem,deltaT,deltaV,deltaV_cap,delta_height,dielectric_breakdown,dielectric_constant,mass_density,mu_total,n_e,notes,original_name,phase_change_T,sp_latent_heat,specific_capacitance,specific_strength,vol_latent_heat
unit_row,,N/U,N/U,USD / kilowatt_hour,kilowatt_hour / kilogram,USD / kilogram,N/U,N/U,N/U,N/U,kilowatt_hour / kelvin / kilogram,pascal,N/U,degree_Celsius,degree_Celsius,degree_Celsius,degree_Celsius,dimensionless,kilowatt_hour / mole,kilowatt_hour / kilogram,delta_degree_Celsius,volt,volt,meter,volt / meter,dimensionless,kilogram / meter ** 3,gram / mole,dimensionless,N/U,N/U,degree_Celsius,kilowatt_hour / kilogram,farad / gram,centimeter ** 3 * megapascal / gram,megajoule / meter ** 3
Methanol,sensible_thermal,cold,hydrocarbon,2.9736801708177123,0.1313333333333202,0.3905433291006872,Methanol,mass,"Antunez 2018, Liang 2022","Antunez 2018, Chemanalyst, Echemi",0.0006666666666666,,,37.0,-160.0,-160.0,,,,,197.0,,,,,,860.0,32.042,,,"Methanol, Methanol (U)",,,,,
Methanol (Feedstock),synfuel,feedstock,,0.03234089205498122,1.9611642564301301,0.06342580151929435,"[('CO2', 1), ('Water', 3)]",molar,Synfuel feedstock,"0 : Knighton 2020, Zhao 2019, 1 : Antunez 2018, Li 2017",,,,,,20.0,,,0.1923,,,,,,,,,98.054,6.0,Based on hypotheticical reversible electrochemical oxidation reaction,Synthetic Methanol (DMS),,,,,
Mg,latent_thermal,hot,metal,33.63535045949101,0.1077777777777777,3.625143327300695,Mg,,Ray 2021,"Alibaba, ISE, Indiamart, Kim 2013, Li 2017, USGS",,,,,,20.0,,,,,,,,,,,,24.305,,,,661.0,0.1077777777777777,,,
Mg(BH4)2,synfuel,chemical,metal_hydride,4.790334750511548,5.975795088390367,28.6260588738526,"[('Mg', 1), ('B',2)]",molar,Lai 2018,"0 : Alibaba, ISE, Indiamart, Kim 2013, Li 2017, USGS, 1 : Alibaba, Ray 2021, USGS",,,,,,20.0,,,0.2744383894343276,,,,,,,,,45.925,8.328934428962901,,Mg(BH4)2,,,,,
Mg(OH)2/MgO,thermochemical,,hydroxides,1.8765577098956978,0.3702777777777777,0.6948476186919347,MgO,,Andre 2016,"Alibaba, DERA, Echemi, Indiamart, Steinmann 2022",,,,,,20.0,265.0,,,0.3702777777777777,,,,,,,,40.304,,,Mg(OH)2/MgO,,,,,
Mg-Air,coupled_battery,metal_air,,0.5934084717759875,6.109018491851244,3.625143327300695,Mg,,Weinrich 2019,"Alibaba, ISE, Indiamart, Kim 2013, Li 2017, USGS",,,,,,20.0,,,,,,2.77,,,,,,24.305,2.0,,Mg-Air,,,,,
Mg-O2,coupled_battery,metal_air,,0.5572004972269443,6.505994422729664,3.625143327300695,Mg,,Weinrich 2019,"Alibaba, ISE, Indiamart, Kim 2013, Li 2017, USGS",,,,,,20.0,,,,,,2.95,,,,,,24.305,2.0,,Mg-O2,,,,,
Mg/Al,coupled_battery,liquid_metal_battery,,11.635168234955094,0.2871898820887075,3.3415025934790283,"[('Mg', 0.6666666666666666), ('Al', 0.33333333333333337)]",molar,Kim 2013,"0 : Alibaba, ISE, Indiamart, Kim 2013, Li 2017, USGS, 1 : Alibaba, DERA, Indiamart, Kale 2018, Kim 2013, Ray 2021, SMM, Steinmann 2022, USGS",,,,,,20.0,,,,,,0.135,,,,,,25.197179466666668,2.0,,Mg/Al,,,,,
Mg/Bi,coupled_battery,liquid_metal_battery,,43.49743670741108,0.20289074566961088,8.825227368283338,"[('Mg', 0.6666666666666666), ('Bi', 0.33333333333333337)]",molar,Kim 2013,"0 : Alibaba, ISE, Indiamart, Kim 2013, Li 2017, USGS, 1 : Alibaba, ISE, Indiamart, Kim 2013, USGS",,,,,,20.0,,,,,,0.325,,,,,,85.86346666666668,2.0,,Mg/Bi,,,,,
Mg/Ca (84/16),latent_thermal,hot,alloy,51.6599159808066,0.0755555555555555,3.903193651883163,"[('Mg', 0.84), ('Ca', 0.16)]",molar,Alva 2018,"0 : Alibaba, ISE, Indiamart, Kim 2013, Li 2017, USGS, 1 : Alibaba, ISE, Indiamart, Kim 2013, SMM",,,,,,20.0,,,,,,,,,,,1380.0,26.82868,,,Mg/Ca (84/16),790.0,0.0755555555555555,,,375.4
Mg/Cd,coupled_battery,liquid_metal_battery,,25.52050806690985,0.1497990982710652,3.8229490958425405,"[('Mg', 0.6666666666666666), ('Cd', 0.33333333333333337)]",molar,Kim 2013,"0 : Alibaba, ISE, Indiamart, Kim 2013, Li 2017, USGS, 1 : Alibaba, ISE, Indiamart, Kim 2013, SMM, USGS",,,,,,20.0,,,,,,0.15,,,,,,53.674666666666674,2.0,,Mg/Cd,,,,,
Mg/Cu/Zn (60/25/15),latent_thermal,hot,alloy,75.75700380195991,0.0705555555555555,5.345077490471612,"[('Mg', 0.6), ('Cu', 0.25), ('Zn', 0.15)]",molar,Alva 2018,"0 : Alibaba, ISE, Indiamart, Kim 2013, Li 2017, USGS, 1 : Alibaba, DERA, Indiamart, Ray 2021, SMM, USGS, 2 : Alibaba, DERA, Indiamart, Kim 2013, Li 2017, SMM, USGS",,,,,,20.0,,,,,,,,,,,2800.0,40.2765,,,Mg/Cu/Zn (60/25/15),452.0,0.0705555555555555,,,711.2
Mg/Ga,coupled_battery,liquid_metal_battery,,803.6818901388339,0.2649947605486213,212.97149003460365,"[('Mg', 0.6666666666666666), ('Ga', 0.33333333333333337)]",molar,Kim 2013,"0 : Alibaba, ISE, Indiamart, Kim 2013, Li 2017, USGS, 1 : Alibaba, DERA, ISE, Indiamart, Kim 2013, USGS",,,,,,20.0,,,,,,0.195,,,,,,39.44433333333333,2.0,,Mg/Ga,,,,,
Mg/Hg,coupled_battery,liquid_metal_battery,,,,,"[('Mg', 0.6666666666666666), ('Hg', 0.33333333333333337)]",molar,,,,,,,,20.0,,,,,,,,,,,,,2.0,,Mg/Hg,,,,,
Mg/In,coupled_battery,liquid_metal_battery,,1299.5507345715364,0.17219484013347366,223.77593098488398,"[('Mg', 0.6666666666666666), ('In', 0.33333333333333337)]",molar,Kim 2013,"0 : Alibaba, ISE, Indiamart, Kim 2013, Li 2017, USGS, 1 : Alibaba, ISE, Indiamart, Kim 2013, USGS",,,,,,20.0,,,,,,0.175,,,,,,54.476000000000006,2.0,,Mg/In,,,,,
Mg/Pb,coupled_battery,liquid_metal_battery,,26.074431179339488,0.1068660985366743,2.786472731699026,"[('Mg', 0.6666666666666666), ('Pb', 0.33333333333333337)]",molar,Kim 2013,"0 : Alibaba, ISE, Indiamart, Kim 2013, Li 2017, USGS, 1 : Alibaba, DERA, Indiamart, Kim 2013, Li 2017, SMM, USGS",,,,,,20.0,,,,,,0.1699999999999999,,,,,,85.27000000000001,2.0,,Mg/Pb,,,,,
Mg/Sb,coupled_battery,liquid_metal_battery,,18.682796352626397,0.4247446733579856,7.935418234210064,"[('Mg', 0.6666666666666666), ('Sb', 0.33333333333333337)]",molar,Kim 2013,"0 : Alibaba, ISE, Indiamart, Kim 2013, Li 2017, USGS, 1 : Alibaba, ISE, Indiamart, Kim 2013, USGS",,,,,,20.0,,,,,,0.45,,,,,,56.790000000000006,2.0,,Mg/Sb,,,,,
Mg/Si/Zn (47/38/15),latent_thermal,hot,alloy,38.75532099899086,0.0872222222222222,3.3803252204675354,"[('Mg', 0.47), ('Metallurgical Silicon', 0.38), ('Zn', 0.15)]",molar,Alva 2018,"0 : Alibaba, ISE, Indiamart, Kim 2013, Li 2017, USGS, 1 : Alibaba, Echemi, ISE, Indiamart, Ray 2021, USGS, 2 : Alibaba, DERA, Indiamart, Kim 2013, Li 2017, SMM, USGS",,,,,,20.0,,,,,,,,,,,,31.902649999999998,,,Mg/Si/Zn (47/38/15),800.0,0.0872222222222222,,,
Mg/Sn,coupled_battery,liquid_metal_battery,,75.90777065227799,0.2594922902223285,19.69748125223087,"[('Mg', 0.6666666666666666), ('Sn', 0.33333333333333337)]",molar,Kim 2013,"0 : Alibaba, ISE, Indiamart, Kim 2013, Li 2017, USGS, 1 : Alibaba, DERA, Huang 2021, Indiamart, Kim 2013, SMM, USGS",,,,,,20.0,,,,,,0.27,,,,,,55.77333333333333,2.0,,Mg/Sn,,,,,
Mg/Te,coupled_battery,liquid_metal_battery,,,,,"[('Mg', 0.6666666666666666), ('Te', 0.33333333333333337)]",molar,,,,,,,,20.0,,,,,,,,,,,,,2.0,,Mg/Te,,,,,
Mg/Ti2S4,coupled_battery,solid_electrode,other,122.08833566483055,0.6685992004095782,81.6281636048419,"[('Mg', 1), ('TiS2', 1)]",molar,Li 2017,"0 : Alibaba, ISE, Indiamart, Kim 2013, Li 2017, USGS, 1 : Li 2017",,,,,,20.0,,,,,,1.7,,,,,,136.292,2.0,,,,,,,
Mg/Tl,coupled_battery,liquid_metal_battery,,61778.50589995472,0.11123545726445051,6871.960352896017,"[('Mg', 0.6666666666666666), ('Tl', 0.33333333333333337)]",molar,Kim 2013,"0 : Alibaba, ISE, Indiamart, Kim 2013, Li 2017, USGS, 1 : Kim 2013, USGS",,,,,,20.0,,,,,,0.175,,,,,,84.33000000000001,2.0,,Mg/Tl,,,,,
Mg/Zn,coupled_battery,liquid_metal_battery,,16.937834979635635,0.20455485861332867,3.46471643947526,"[('Mg', 0.6666666666666666), ('Zn', 0.33333333333333337)]",molar,Kim 2013,"0 : Alibaba, ISE, Indiamart, Kim 2013, Li 2017, USGS, 1 : Alibaba, DERA, Indiamart, Kim 2013, Li 2017, SMM, USGS",,,,,,20.0,,,,,,0.145,,,,,,37.99666666666667,2.0,,Mg/Zn,,,,,
Mg2CO3,latent_thermal,hot,molten_salt,,,,Mg2CO3,,,,,,,,,20.0,,,,,,,,,,,,,,,,,0.1938888888888889,,,
Mg2NiH4,synfuel,chemical,metal_hydride,15.135936944398717,1.2174564380613084,18.427343879048227,"[('Mg',2), ('Ni',1)]",molar,Bowman 2002,"0 : Alibaba, ISE, Indiamart, Kim 2013, Li 2017, USGS, 1 : Alibaba, DERA, Ray 2021, SMM, USGS",,,,,,20.0,,,0.1306372151558678,,,,,,,,,107.3034,3.964710626885216,,Mg2NiH4,,,,,
MgCO3/MgO,thermochemical,,carbonates,1.6315014015667912,0.3261111111111111,0.5320507348442813,MgCO3,,Andre 2016,"Alibaba, DERA, Echemi, Indiamart",,,,,,20.0,300.0,,,0.3261111111111111,,,,,,,,84.313,,,MgCO3/MgO,,,,,
MgCl2,latent_thermal,hot,molten_salt,2.4055724119015287,0.1261111111111111,0.3033694097231372,MgCl2,,"Alva 2018, Ray 2021","Alibaba, Alva 2018, Indiamart, Ray 2021",,,,,,20.0,,,,,,,,,,,2320.0,95.205,,,MgCl2,714.0,0.1261111111111111,,,1048.6
MgF2,latent_thermal,hot,molten_salt,7.698286325486764,0.2605555555555556,2.0058312703629406,MgF2,,Ray 2021,"Alibaba, Indiamart, Ray 2021",,,,,,20.0,,,,,,,,,,,,62.3018063,,,,,0.2605555555555556,,,
MgH2,synfuel,chemical,metal_hydride,1.3366115745223652,2.7121890879900024,3.625143327300695,Mg,molar,Bowman 2002,"Alibaba, ISE, Indiamart, Kim 2013, Li 2017, USGS",,,,,,20.0,,,0.065919755783597,,,,,,,,,24.305,2.000599568546193,,MgH2,,,,,
MgO,sensible_thermal,hot,other_solid,0.7178795888337819,0.967916666666532,0.6948476186919347,MgO,,"Liang 2022, Steinmann 2022","Alibaba, DERA, Echemi, Indiamart, Steinmann 2022",0.0003194444444444,,,2830.0,-200.0,-200.0,,,,,3030.0,,,,,,3285.0,40.304,,,"Magnesia fire bricks, MgO",,,,,
MgO2/MgO,thermochemical,,oxides,6.572389456886404,0.1057222222222222,0.6948476186919347,MgO,,Andre 2016,"Alibaba, DERA, Echemi, Indiamart, Steinmann 2022",,,,,,20.0,205.0,,,0.1057222222222222,,,,,,,,40.304,,,MgO2/MgO,,,,,
MgSO4,latent_thermal,hot,molten_salt,5.714748220819246,0.0338888888888888,0.1936664674833184,MgSO4,,Alva 2018,"Alibaba, Alva 2018, Indiamart",,,,,,20.0,,,,,,,,,,,2660.0,120.361,,,MgSO4,1130.0,0.0338888888888888,,,324.5
MgSO4/MgO,thermochemical,,sulfates,0.24062097771870447,0.8048611111111111,0.1936664674833184,MgSO4,,Andre 2016,"Alibaba, Alva 2018, Indiamart",,,,,,20.0,1140.0,,,0.8048611111111111,,,,,,,,120.361,,,MgSO4/MgO,,,,,
Mn(OH)2/MnO,thermochemical,,hydroxides,5.626213442665052,0.2094444444444444,1.1783791488248467,MnO2,,Andre 2016,"Alibaba, ISE, Indiamart, Li 2017",,,,,,20.0,190.0,,,0.2094444444444444,,,,,,,,86.936043,,,Mn(OH)2/MnO,,,,,
Mn2O3/Mn3O4,thermochemical,,oxides,22.315438904626262,0.0528055555555555,1.1783791488248467,MnO2,,Andre 2016,"Alibaba, ISE, Indiamart, Li 2017",,,,,,20.0,915.0,,,0.0528055555555555,,,,,,,,86.936043,,,Mn2O3/Mn3O4,,,,,
Mn3O4/MnO,thermochemical,,oxides,4.9872618572412994,0.2362777777777777,1.1783791488248467,MnO2,,Andre 2016,"Alibaba, ISE, Indiamart, Li 2017",,,,,,20.0,1700.0,,,0.2362777777777777,,,,,,,,86.936043,,,Mn3O4/MnO,,,,,
MnSO4/MnO,thermochemical,,sulfates,0.8406118712313749,0.65825,0.5533327642380526,MnSO4,,Andre 2016,"Alibaba, ISE, Indiamart",,,,,,20.0,1065.0,,,0.65825,,,,,,,,150.994043,,,MnSO4/MnO,,,,,
Mobiltherm 605,sensible_thermal,hot,oil,11.676123832929981,0.26180555555553753,3.056874086815486,Mobiltherm 605,,Steinmann 2022,"Indiamart, Steinmann 2022",0.0008055555555555,,,315.0,-10.0,-10.0,,,,,325.0,,,,,,700.0,,,,Mobiltherm 605,,,,,
N-hexane,sensible_thermal,cold,hydrocarbon,14.595589649065309,0.11526388888888459,1.6823444235776177,N-hexane,,Liang 2022,"Chemanalyst, Echemi",0.0005972222222222,,,100.0,-93.0,-93.0,,,,,193.0,,,,,,720.0,86.178,,,n-hexane (U),,,,,
N-pentane,sensible_thermal,cold,hydrocarbon,20.5651412987479,0.082166666666657,1.6897691100469203,N-pentane,mass,Antunez 2018,Antunez 2018,0.0005666666666666,,,15.0,-130.0,-130.0,,,,,145.0,,,,,,,,,,N-pentane,,,,,
N-propane,sensible_thermal,cold,hydrocarbon,7.258804825747444,0.0831388888888824,0.6034889678739002,N-propane,mass,"Antunez 2018, Liang 2022",Antunez 2018,0.0005694444444444,,,-42.0,-188.0,-188.0,,,,,146.0,,,,,,650.0,,,,"N-propane, Propane (U)",,,,,
N2 (LRC 100 bar),pressure_cavern,,,66.17053056270808,0.02416842843459223,1.599237732383808,LRC,volumetric,Cavern,"Lord 2014, Papadias 2021",,10000000.0,,,,20.0,,,,,,,,,,,114.93414995084866,28.014,,,,,,,,
N2 (Salt 100 bar),pressure_cavern,,,6.838589308588989,0.02416842843459223,0.16527795629820052,Salt Cavern,volumetric,Cavern,"ETI 2018, Lord 2014, Papadias 2021",,10000000.0,,,,20.0,,,,,,,,,,,114.93414995084866,28.014,,,,,,,,
NEC,synfuel,chemical,LOHC,22.354377081356574,2.01306665756568,45.00085115312932,NEC,molar,Southhall 2022,Southhall 2022,,,,,,20.0,,,0.4174315151794769,,,,,,,,,207.361,12.668634755067586,,,,,,,
NTP/NMO,coupled_battery,solid_electrode,Na ion,159.87846337704548,0.06958833121337908,11.125675463367939,"[('NTP', 1), ('NMO', 1)]",molar,Li 2017,"0 : Li 2017, 1 : Li 2017",,,,,,20.0,,,,,,1.3,,,,,,500.6845968,1.0,,,,,,,
Na,sensible_thermal,hot,metal,8.25699113731548,0.388361111111061,3.2066942525220226,Na,mass,"Alva 2018, Antunez 2018, Liang 2022, Steinmann 2022","Alibaba, Alva 2018, Antunez 2018, Indiamart, Kim 2013, Li 2017, SMM, Steinmann 2022",0.0004305555555555,,,1000.0,98.0,98.0,,,,,902.0,,,,,,930.0,22.9897693,,,"Liquid sodium, Sodium, Sodium (Na)",,,,,
Na-O2,coupled_battery,metal_air,,1.1805352113574192,2.716305470325495,3.2066942525220226,Na,,Weinrich 2019,"Alibaba, Alva 2018, Antunez 2018, Indiamart, Kim 2013, Li 2017, SMM, Steinmann 2022",,,,,,20.0,,,,,,2.33,,,,,,22.9897693,1.0,,Na-O2,,,,,
Na/Al,coupled_battery,liquid_metal_battery,,,,,"[('Na', 0.5), ('Al', 0.5)]",molar,,,,,,,,20.0,,,,,,,,,,,,,1.0,,Na/Al,,,,,
Na/Bi,coupled_battery,liquid_metal_battery,,66.93858078895575,0.13980108155034035,9.358085991740849,"[('Na', 0.5), ('Bi', 0.5)]",molar,Kim 2013,"0 : Alibaba, Alva 2018, Antunez 2018, Indiamart, Kim 2013, Li 2017, SMM, Steinmann 2022, 1 : Alibaba, ISE, Indiamart, Kim 2013, USGS",,,,,,20.0,,,,,,0.605,,,,,,115.98508465,1.0,,Na/Bi,,,,,
Na/Cd,coupled_battery,liquid_metal_battery,,79.76724348084878,0.04750483215191657,3.789329512778783,"[('Na', 0.5), ('Cd', 0.5)]",molar,Kim 2013,"0 : Alibaba, Alva 2018, Antunez 2018, Indiamart, Kim 2013, Li 2017, SMM, Steinmann 2022, 1 : Alibaba, ISE, Indiamart, Kim 2013, SMM, USGS",,,,,,20.0,,,,,,0.12,,,,,,67.70188465,1.0,,Na/Cd,,,,,
Na/Ga,coupled_battery,liquid_metal_battery,,4459.445203036287,0.06070675818618512,270.7184615852671,"[('Na', 0.5), ('Ga', 0.5)]",molar,Kim 2013,"0 : Alibaba, Alva 2018, Antunez 2018, Indiamart, Kim 2013, Li 2017, SMM, Steinmann 2022, 1 : Alibaba, DERA, ISE, Indiamart, Kim 2013, USGS",,,,,,20.0,,,,,,0.105,,,,,,46.356384649999995,1.0,,Na/Ga,,,,,
Na/Hg,coupled_battery,liquid_metal_battery,,278.14258285538267,0.09589829787213834,26.673400261591404,"[('Na', 0.5), ('Hg', 0.5)]",molar,Kim 2013,"0 : Alibaba, Alva 2018, Antunez 2018, Indiamart, Kim 2013, Li 2017, SMM, Steinmann 2022, 1 : Kim 2013, USGS",,,,,,20.0,,,,,,0.4,,,,,,111.79088465000001,1.0,,Na/Hg,,,,,
Na/In,coupled_battery,liquid_metal_battery,,3779.7332013202717,0.07001419476572285,264.63497651970664,"[('Na', 0.5), ('In', 0.5)]",molar,Kim 2013,"0 : Alibaba, Alva 2018, Antunez 2018, Indiamart, Kim 2013, Li 2017, SMM, Steinmann 2022, 1 : Alibaba, ISE, Indiamart, Kim 2013, USGS",,,,,,20.0,,,,,,0.18,,,,,,68.90388465,1.0,,Na/In,,,,,
Na/NiCl2,coupled_battery,liquid_metal_battery,,12.243732101436564,0.7876792845720856,9.644134142151831,"[('Na', 2), ('NiCl2', 1)]",molar,Li 2017,"0 : Alibaba, Alva 2018, Antunez 2018, Indiamart, Kim 2013, Li 2017, SMM, Steinmann 2022, 1 : Alibaba, Indiamart",,,,,,20.0,,,,,,2.58,,,,,,175.5729386,2.0,,,,,,,
Na/P2-NMO,coupled_battery,solid_electrode,Na ion,1.9647478874734192,1.632114874873688,3.2066942525220226,"[('Na', 1), ('P2_NMO', 1)]",molar,Li 2017,,,,,,,20.0,,,,,,1.4,,,,,,22.9897693,1.0,,,,,,,
Na/Pb,coupled_battery,liquid_metal_battery,,33.98746414643449,0.07800924693639526,2.651336483341088,"[('Na', 0.5), ('Pb', 0.5)]",molar,Kim 2013,"0 : Alibaba, Alva 2018, Antunez 2018, Indiamart, Kim 2013, Li 2017, SMM, Steinmann 2022, 1 : Alibaba, DERA, Indiamart, Kim 2013, Li 2017, SMM, USGS",,,,,,20.0,,,,,,0.3349999999999999,,,,,,115.09488465,1.0,,Na/Pb,,,,,
Na/S,coupled_battery,liquid_metal_battery,,1.743745755451569,0.6153474886745887,1.0730095715040964,"[('Na', 1), ('S', 2)]",molar,Li 2017,"0 : Alibaba, Alva 2018, Antunez 2018, Indiamart, Kim 2013, Li 2017, SMM, Steinmann 2022, 1 : Echemi, Indiamart, Li 2017, Steinmann 2022, USGS",,,,,,20.0,,,,,,2.0,,,,,,87.10976930000001,1.0,,,,,,,
Na/Sb,coupled_battery,liquid_metal_battery,,31.71376280767082,0.27218034168339555,8.631862797058005,"[('Na', 0.5), ('Sb', 0.5)]",molar,Kim 2013,"0 : Alibaba, Alva 2018, Antunez 2018, Indiamart, Kim 2013, Li 2017, SMM, Steinmann 2022, 1 : Alibaba, ISE, Indiamart, Kim 2013, USGS",,,,,,20.0,,,,,,0.735,,,,,,72.37488465,1.0,,Na/Sb,,,,,
Na/Sn,coupled_battery,liquid_metal_battery,,177.83025318190323,0.12672519259744175,22.535573084128515,"[('Na', 0.5), ('Sn', 0.5)]",molar,Kim 2013,"0 : Alibaba, Alva 2018, Antunez 2018, Indiamart, Kim 2013, Li 2017, SMM, Steinmann 2022, 1 : Alibaba, DERA, Huang 2021, Indiamart, Kim 2013, SMM, USGS",,,,,,20.0,,,,,,0.335,,,,,,70.84988464999999,1.0,,Na/Sn,,,,,
Na/Te,coupled_battery,liquid_metal_battery,,113.80999527521456,0.5677439506878611,64.61493634531712,"[('Na', 0.5), ('Te', 0.5)]",molar,Kim 2013,"0 : Alibaba, Alva 2018, Antunez 2018, Indiamart, Kim 2013, Li 2017, SMM, Steinmann 2022, 1 : Alibaba, DERA, ISE, Kim 2013, USGS",,,,,,20.0,,,,,,1.595,,,,,,75.29488465,1.0,,Na/Te,,,,,
Na/Tl,coupled_battery,liquid_metal_battery,,122384.16391722196,0.06247416336324318,7645.848249638456,"[('Na', 0.5), ('Tl', 0.5)]",molar,Kim 2013,"0 : Alibaba, Alva 2018, Antunez 2018, Indiamart, Kim 2013, Li 2017, SMM, Steinmann 2022, 1 : Kim 2013, USGS",,,,,,20.0,,,,,,0.265,,,,,,113.68488465,1.0,,Na/Tl,,,,,
Na/Zn,coupled_battery,liquid_metal_battery,,,,,"[('Na', 0.5), ('Zn', 0.5)]",molar,,,,,,,,20.0,,,,,,,,,,,,,1.0,,Na/Zn,,,,,
Na2CO3,latent_thermal,hot,molten_salt,5.127465462256924,0.0766666666666666,0.3931056854396972,Na2CO3,,"Alva 2018, Ray 2021","Alibaba, Alva 2018, Echemi, Indiamart, Liu 2016, Ray 2021, USGS",,,,,,20.0,,,,,,,,,,,2533.0,105.9875386,,,Na2CO3,854.0,0.0766666666666666,,,699.1
Na2LiAlH6,synfuel,chemical,metal_hydride,9.262973315319762,1.2379972602131208,11.467535585793113,"[('Na',2), ('Li',1), ('Al',1)]",molar,Bellosta 2019,"0 : Alibaba, Alva 2018, Antunez 2018, Indiamart, Kim 2013, Li 2017, SMM, Steinmann 2022, 1 : Alibaba, ISE, Kim 2013, Li 2017, SMM, Schnell 2020, 2 : Alibaba, DERA, Indiamart, Kale 2018, Kim 2013, Ray 2021, SMM, Steinmann 2022, USGS",,,,,,20.0,,,0.0989173144140776,,,,,,,,,79.901077,3.00204292607216,,Na2LiAlH64 2NaH   LiH   Al   3/2H2(g),,,,,
Na2SO4,latent_thermal,hot,molten_salt,2.1127250998180203,0.0458333333333333,0.0968332337416592,Na2SO4,,Alva 2018,"Alibaba, Alva 2018, Echemi, Indiamart, Li 2017",,,,,,20.0,,,,,,,,,,,2680.0,142.0355386,,,Na2SO4,884.0,0.0458333333333333,,,442.2
Na3AlH6,synfuel,chemical,metal_hydride,3.014328882681066,1.0287219681880564,3.100906340957771,"[('Na',3), ('Al',1)]",molar,Bellosta 2019,"0 : Alibaba, Alva 2018, Antunez 2018, Indiamart, Kim 2013, Li 2017, SMM, Steinmann 2022, 1 : Alibaba, DERA, Indiamart, Kale 2018, Kim 2013, Ray 2021, SMM, Steinmann 2022, USGS",,,,,,20.0,,,0.0987067434550457,,,,,,,,,95.9508463,2.995652305160719,,Na3AlH64 3NaH   Al   3/2H2(g),,,,,
NaAlH4,synfuel,chemical,metal_hydride,2.279093074294361,1.3178789979523808,3.0035688969912635,"[('Na', 1), ('Al',1)]",molar,Bellosta 2019,"0 : Alibaba, Alva 2018, Antunez 2018, Indiamart, Kim 2013, Li 2017, SMM, Steinmann 2022, 1 : Alibaba, DERA, Indiamart, Kale 2018, Kim 2013, Ray 2021, SMM, Steinmann 2022, USGS",,,,,,20.0,,,0.0658561369180461,,,,,,,,,49.9713077,1.99866879872674,,NaAlH44 1/3Na3AlH6  2/3Al   H2(g),,,,,
NaBF,sensible_thermal,hot,molten_salt,19.420709805359117,0.13177499999998948,2.559164034600993,"[('NaF', 0.03), ('NaBF4', 0.97)]",mass,Caraballo 2021,,0.0004183333333333,,,700.0,385.0,385.0,,,,,315.0,,,,,,2251.389,,,,NaBF,,,,,
NaBH4,synfuel,chemical,metal_hydride,5.091272970490147,3.9921961085701545,20.325360140459175,"[('Na', 1), ('B',1)]",molar,Lai 2018,"0 : Alibaba, Alva 2018, Antunez 2018, Indiamart, Kim 2013, Li 2017, SMM, Steinmann 2022, 1 : Alibaba, Ray 2021, USGS",,,,,,20.0,,,0.134935307470029,,,,,,,,,33.7997693,4.095153489226982,,NaBH4,,,,,
NaCl,dielectric_capacitor,bulk,,655.3510910541462,7.519441244239633e-05,0.0492787402352999,NaCl,,Haynes 2014,"Alibaba, Alva 2018, Indiamart, Li 2017, Ray 2021, Steinmann 2022, USGS",,,,,,20.0,,,,,,,,,150000000.0,5.9,2170.0,58.4397693,,,,,,,,
NaCl,latent_thermal,hot,molten_salt,0.3680569810105387,0.1338888888888889,0.0492787402352999,NaCl,,"Alva 2018, Ray 2021","Alibaba, Alva 2018, Indiamart, Li 2017, Ray 2021, Steinmann 2022, USGS",,,,,,20.0,,,,,,,,,,,2160.0,58.4397693,,,NaCl,802.0,0.1338888888888889,,,907.2
NaCl,sensible_thermal,hot,molten_salt,0.26446551110188676,0.186333333333264,0.0492787402352999,NaCl,,"Bauer 2012, Steinmann 2022","Alibaba, Alva 2018, Indiamart, Li 2017, Ray 2021, Steinmann 2022, USGS",0.0002388888888888,,,800.0,,20.0,,,,,780.0,,,,,,2157.5,58.4397693,,,"NaCl, Sodium chloride",,,,,
NaCl/NaBr/Na2MoO4,latent_thermal,hot,molten_salt,41.61396818960635,0.0466666666666666,1.9419851821816267,"[('NaCl', 0.385), ('NaBr', 0.23), ('Na2MoO4', 0.385)]",mass,Ray 2021,,,,,,,20.0,,,,,,,,,,,,,,,,612.0,0.0466666666666666,,,
NaF,latent_thermal,hot,molten_salt,11.60326262539493,0.2205555555555556,2.559164034600993,NaF,,"Alva 2018, Ray 2021","Alva 2018, Indiamart, Ray 2021",,,,,,20.0,,,,,,,,,,,2558.0,41.9881724,,,NaF,996.0,0.2205555555555556,,,2031.1
NaF/CaF2/MgF2,latent_thermal,hot,molten_salt,12.637987674742122,0.1594444444444444,2.0150569236949933,"[('NaF', 0.65), ('CaF2', 0.23), ('MgF2', 0.12)]",mass,Ray 2021,"0 : Alva 2018, Indiamart, Ray 2021, 1 : Alibaba, Alva 2018, DERA, Indiamart, Ray 2021, USGS, 2 : Alibaba, Indiamart, Ray 2021",,,,,,20.0,,,,,,,,,,,,,,,,745.0,0.1594444444444444,,,
NaF/MgF2,latent_thermal,hot,molten_salt,13.899507235644858,0.1741666666666667,2.42083084354148,"[('NaF', 0.75), ('MgF2', 0.25)]",mass,Ray 2021,"0 : Alva 2018, Indiamart, Ray 2021, 1 : Alibaba, Indiamart, Ray 2021",,,,,,20.0,,,,,,,,,,,,,,,,832.0,0.1741666666666667,,,
